"X_Long" "Y_Lat" "Bio1" "Bio2" "Bio3" "Bio4" "Bio5" "Bio6" "Bio7" "Bio8" "Bio9" "Bio10" "Bio11" "Bio12" "Bio13" "Bio14" "Bio15" "Bio16" "Bio17" "Bio18" "Bio19" "Elevation"
"AM_00746" 78.265 31.425 9.52083301544189 10.6916666030884 37.9137115478516 648.331604003906 22.3999996185303 -5.80000019073486 28.2000007629395 15.8166666030884 6.46666669845581 16.533332824707 0.783333361148834 1112 158 23 44.8775863647461 429 133 363 268 2705
"AM_00747" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00748" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00749" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00750" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00751" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00753" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00754" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00755" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00756" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00757" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00758" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00759" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00760" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00762" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00763" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00764" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00765" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00767" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00768" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00769" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00770" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00772" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00773" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00774" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00775" 78.257 31.536 9.6875 9.57499980926514 34.945255279541 663.267150878906 22.5 -4.90000009536743 27.3999996185303 16.2666664123535 6.45000028610229 16.966667175293 0.800000011920929 1033 132 23 40.9272117614746 364 129 305 261 2734
"AM_00776" 78.276 31.591 10.5500001907349 9.85000038146973 35.0533790588379 672.370300292969 23.7000007629395 -4.40000009536743 28.1000003814697 2.63333320617676 7.30000019073486 17.8000011444092 1.46666657924652 1005 129 22 38.8294143676758 333 127 282 258 2499
"AM_00777" 78.276 31.591 10.5500001907349 9.85000038146973 35.0533790588379 672.370300292969 23.7000007629395 -4.40000009536743 28.1000003814697 2.63333320617676 7.30000019073486 17.8000011444092 1.46666657924652 1005 129 22 38.8294143676758 333 127 282 258 2499
