"X_Long" "Y_Lat" "Bio1" "Bio2" "Bio3" "Bio4" "Bio5" "Bio6" "Bio7" "Bio8" "Bio9" "Bio10" "Bio11" "Bio12" "Bio13" "Bio14" "Bio15" "Bio16" "Bio17" "Bio18" "Bio19" "Elevation"
"AM_00778" 78.276 31.591 10.5500001907349 9.85000038146973 35.0533790588379 672.370300292969 23.7000007629395 -4.40000009536743 28.1000003814697 2.63333320617676 7.30000019073486 17.8000011444092 1.46666657924652 1005 129 22 38.8294143676758 333 127 282 258 2499
"AM_00779" 78.276 31.591 10.5500001907349 9.85000038146973 35.0533790588379 672.370300292969 23.7000007629395 -4.40000009536743 28.1000003814697 2.63333320617676 7.30000019073486 17.8000011444092 1.46666657924652 1005 129 22 38.8294143676758 333 127 282 258 2499
"AM_00780" 77.3 31.086 12.5124998092651 8.49166679382324 35.2351303100586 546.102416992188 23.7000007629395 -0.400000005960464 24.1000003814697 17.25 9.63333320617676 18.2333335876465 5.15000009536743 1333 316 18 81.956901550293 737 104 520 193 2425
"AM_00781" 77.3 31.086 12.5124998092651 8.49166679382324 35.2351303100586 546.102416992188 23.7000007629395 -0.400000005960464 24.1000003814697 17.25 9.63333320617676 18.2333335876465 5.15000009536743 1333 316 18 81.956901550293 737 104 520 193 2425
"AM_00782" 77.3 31.086 12.5124998092651 8.49166679382324 35.2351303100586 546.102416992188 23.7000007629395 -0.400000005960464 24.1000003814697 17.25 9.63333320617676 18.2333335876465 5.15000009536743 1333 316 18 81.956901550293 737 104 520 193 2425
"AM_00784" 77.159 31.109 15.1458330154419 8.65833282470703 34.9126358032227 556.896667480469 26.7999992370605 2 24.7999992370605 19.6833343505859 12 21.1000003814697 7.63333320617676 1437 398 15 97.622428894043 866 94 616 187 1951
"AM_00550" 78.475 31.65 4.94583320617676 10.2249994277954 34.0833320617676 757.116088867188 19.2999992370605 -10.6999998092651 30 13.216667175293 1.39999997615814 13.7666664123535 -4.83333301544189 800 110 21 45.27587890625 298 99 241 207 3666
"AM_00785" 78.475 31.65 4.94583320617676 10.2249994277954 34.0833320617676 757.116088867188 19.2999992370605 -10.6999998092651 30 13.216667175293 1.39999997615814 13.7666664123535 -4.83333301544189 800 110 21 45.27587890625 298 99 241 207 3666
"AM_00786" 78.475 31.65 4.94583320617676 10.2249994277954 34.0833320617676 757.116088867188 19.2999992370605 -10.6999998092651 30 13.216667175293 1.39999997615814 13.7666664123535 -4.83333301544189 800 110 21 45.27587890625 298 99 241 207 3666
"AM_00787" 78.475 31.65 4.94583320617676 10.2249994277954 34.0833320617676 757.116088867188 19.2999992370605 -10.6999998092651 30 13.216667175293 1.39999997615814 13.7666664123535 -4.83333301544189 800 110 21 45.27587890625 298 99 241 207 3666
"AM_00789" 78.475 31.65 4.94583320617676 10.2249994277954 34.0833320617676 757.116088867188 19.2999992370605 -10.6999998092651 30 13.216667175293 1.39999997615814 13.7666664123535 -4.83333301544189 800 110 21 45.27587890625 298 99 241 207 3666
"AM_00790" 77.113 31.042 17.3541660308838 9.69166660308838 36.5723266601562 578.711181640625 29.7999992370605 3.29999995231628 26.5 21.8666667938232 13.783332824707 23.6333332061768 9.56666660308838 1473 432 15 104.035285949707 932 99 624 194 1524
"AM_00791" 76.348 32.104 20.9750003814697 10.4000005722046 35.6164398193359 628.940307617188 35.2000007629395 6 29.2000007629395 25.7000007629395 17.1333332061768 27.9833335876465 12.5833339691162 2093 631 18 125.233795166016 1516 112 785 217 808
"AM_00792" 76.348 32.104 20.9750003814697 10.4000005722046 35.6164398193359 628.940307617188 35.2000007629395 6 29.2000007629395 25.7000007629395 17.1333332061768 27.9833335876465 12.5833339691162 2093 631 18 125.233795166016 1516 112 785 217 808
"AM_00793" 77.345 31.082 16.6083335876465 10.0666666030884 37.844612121582 572.565307617188 28.8999996185303 2.29999995231628 26.6000003814697 21.1666660308838 13.2166662216187 22.7000007629395 8.83333301544189 1382 353 16 87.1926651000977 791 115 538 220 1592
"AM_00794" 77.345 31.082 16.6083335876465 10.0666666030884 37.844612121582 572.565307617188 28.8999996185303 2.29999995231628 26.6000003814697 21.1666660308838 13.2166662216187 22.7000007629395 8.83333301544189 1382 353 16 87.1926651000977 791 115 538 220 1592
"AM_00795" 77.345 31.082 16.6083335876465 10.0666666030884 37.844612121582 572.565307617188 28.8999996185303 2.29999995231628 26.6000003814697 21.1666660308838 13.2166662216187 22.7000007629395 8.83333301544189 1382 353 16 87.1926651000977 791 115 538 220 1592
"AM_00796" 78.168 31.486 10.8666667938232 9.80000019073486 36.4312286376953 631.028503417969 23.3999996185303 -3.5 26.8999996185303 16.9500007629395 7.80000019073486 17.6666660308838 2.34999990463257 1072 145 22 41.7162628173828 393 130 336 261 2520
"AM_00797" 78.168 31.486 10.8666667938232 9.80000019073486 36.4312286376953 631.028503417969 23.3999996185303 -3.5 26.8999996185303 16.9500007629395 7.80000019073486 17.6666660308838 2.34999990463257 1072 145 22 41.7162628173828 393 130 336 261 2520
"AM_00798" 76.536 32.111 18.3583335876465 9.78333377838135 36.7794494628906 555.995544433594 31.3999996185303 4.80000019073486 26.5999984741211 22.9333343505859 15.1999998092651 24.2666664123535 10.8166666030884 2366 697 21 120.11457824707 1650 120 911 247 1267
"AM_00799" 76.536 32.111 18.3583335876465 9.78333377838135 36.7794494628906 555.995544433594 31.3999996185303 4.80000019073486 26.5999984741211 22.9333343505859 15.1999998092651 24.2666664123535 10.8166666030884 2366 697 21 120.11457824707 1650 120 911 247 1267
"AM_00551" 78.456 30.396 19.4125003814697 10.8916664123535 39.6060600280762 585.456787109375 32.5 5 27.5 23.8833332061768 12.2833337783813 25.6000003814697 11.4499998092651 1612 475 11 123.447608947754 1169 103 614 142 1149
"AM_00552" 78.664 30.157 17.7458343505859 10.8249998092651 40.0925941467285 562.4599609375 30.6000003814697 3.59999990463257 27 22.033332824707 20.033332824707 23.716667175293 10.1000003814697 1718 520 11 121.760498046875 1222 104 703 155 1509
"AM_00800" 79.332 30.405 18.6458339691162 12.7250003814697 46.4416084289551 510.380676269531 32.5999984741211 5.19999980926514 27.3999977111816 22.5666656494141 12.3333330154419 23.716667175293 11.5500001907349 1105 255 8 82.4381942749023 607 103 409 160 1084
"AM_00558" 76.641 10.163 27.2374992370605 7.79166650772095 64.9305572509766 124.373397827148 33.7999992370605 21.7999992370605 12 26.216667175293 26.8833332061768 29.1333332061768 26.216667175293 3056 732 9 92.9404907226562 1799 75 453 1799 37
"AM_01059" 76.641 10.163 27.2374992370605 7.79166650772095 64.9305572509766 124.373397827148 33.7999992370605 21.7999992370605 12 26.216667175293 26.8833332061768 29.1333332061768 26.216667175293 3056 732 9 92.9404907226562 1799 75 453 1799 37
"AM_00864" 77.159 31.112 15.1458330154419 8.65833282470703 34.9126358032227 556.896667480469 26.7999992370605 2 24.7999992370605 19.6833343505859 12 21.1000003814697 7.63333320617676 1437 398 15 97.622428894043 866 94 616 187 1951
"AM_00865" 76.956 11.017 26.2916660308838 10.3999996185303 64.9999923706055 149.329315185547 34.9000015258789 18.8999996185303 16.0000019073486 25.7000007629395 26.3999996185303 28.533332824707 24.7000007629395 893 184 8 68.9397506713867 381 32 173 179 435
"AM_00870" 77.159 31.112 15.1458330154419 8.65833282470703 34.9126358032227 556.896667480469 26.7999992370605 2 24.7999992370605 19.6833343505859 12 21.1000003814697 7.63333320617676 1437 398 15 97.622428894043 866 94 616 187 1951
"AM_00872" 77.159 31.112 15.1458330154419 8.65833282470703 34.9126358032227 556.896667480469 26.7999992370605 2 24.7999992370605 19.6833343505859 12 21.1000003814697 7.63333320617676 1437 398 15 97.622428894043 866 94 616 187 1951
"AM_00873" 77.159 31.112 15.1458330154419 8.65833282470703 34.9126358032227 556.896667480469 26.7999992370605 2 24.7999992370605 19.6833343505859 12 21.1000003814697 7.63333320617676 1437 398 15 97.622428894043 866 94 616 187 1951
"AM_00876" 77.159 31.112 15.1458330154419 8.65833282470703 34.9126358032227 556.896667480469 26.7999992370605 2 24.7999992370605 19.6833343505859 12 21.1000003814697 7.63333320617676 1437 398 15 97.622428894043 866 94 616 187 1951
"AM_00877" 77.159 31.112 15.1458330154419 8.65833282470703 34.9126358032227 556.896667480469 26.7999992370605 2 24.7999992370605 19.6833343505859 12 21.1000003814697 7.63333320617676 1437 398 15 97.622428894043 866 94 616 187 1951
"AM_00878" 77.159 31.112 15.1458330154419 8.65833282470703 34.9126358032227 556.896667480469 26.7999992370605 2 24.7999992370605 19.6833343505859 12 21.1000003814697 7.63333320617676 1437 398 15 97.622428894043 866 94 616 187 1951
"AM_00879" 77.159 31.112 15.1458330154419 8.65833282470703 34.9126358032227 556.896667480469 26.7999992370605 2 24.7999992370605 19.6833343505859 12 21.1000003814697 7.63333320617676 1437 398 15 97.622428894043 866 94 616 187 1951
"AM_00987" 78.779 30.146 17.3250007629395 10.3333330154419 39.7435874938965 550.671081542969 29.7000007629395 3.70000004768372 26 21.5666656494141 19.533332824707 23.1166667938232 9.81666660308838 1623 481 11 115.581398010254 1110 112 669 161 1550
"AM_00988" 77.114 30.924 17.8833332061768 10.1000003814697 37.2693710327148 588.110717773438 30.6000003814697 3.5 27.1000003814697 22.4333343505859 14.216667175293 24.2666664123535 9.96666717529297 1432 430 14 108.995002746582 939 93 608 175 1404
"AM_00553" 79.565 30.552 14.6333332061768 11.1166667938232 43.9393920898438 523.711975097656 26.8999996185303 1.60000002384186 25.2999992370605 19.1000003814697 11.3999996185303 19.783332824707 7.40000009536743 1524 364 17 91.1853256225586 890 114 557 212 1891
"AM_00989" 79.559 30.558 14.6333332061768 11.1166667938232 43.9393920898438 523.711975097656 26.8999996185303 1.60000002384186 25.2999992370605 19.1000003814697 11.3999996185303 19.783332824707 7.40000009536743 1524 364 17 91.1853256225586 890 114 557 212 1891
"AM_00990" 79.545 30.634 14.2666664123535 10.4833335876465 41.1111106872559 548.358459472656 26.3999996185303 0.899999976158142 25.5 18.7999992370605 11.0166664123535 19.6833324432373 6.66666650772095 1418 328 16 87.4323654174805 808 110 507 206 1800
"AM_00992" 79.025 28.802 24.7916660308838 12.3500003814697 39.4568710327148 636.891723632812 39.5 8.19999980926514 31.2999992370605 29.1166667938232 27.9833335876465 31.466667175293 16.033332824707 1086 322 4 130.364028930664 824 34 421 59 194
"AM_00993" 77.406 31.412 16.5249996185303 10.1166667938232 38.1761016845703 566.594665527344 29.1000003814697 2.59999990463257 26.5 21.3166656494141 13.2666664123535 22.5166664123535 8.83333301544189 1384 299 19 68.1293640136719 682 131 500 260 1681
"AM_00994" 76.757 31.737 20.4416656494141 9.76666641235352 34.7568206787109 615.9169921875 34 5.90000009536743 28.1000003814697 24.9333343505859 16.4166660308838 27.2999992370605 12.2333335876465 1691 508 18 116.873329162598 1159 97 682 179 960
"AM_00995" 76.182 31.601 22.8333339691162 11.9833335876465 37.1001014709473 683.531372070312 38.4000015258789 6.09999990463257 32.3000030517578 27.9166660308838 18.4333324432373 30.4333324432373 13.75 1117 341 9 123.427703857422 811 63 424 124 435
"AM_00996" 77.189 32.239 14.0541667938232 9.52500057220459 35.018383026123 614.667175292969 27 -0.200000002980232 27.2000007629395 19.3833332061768 10.8000001907349 20.3500003814697 5.63333320617676 1308 216 24 50.2256355285645 526 125 400 278 1890
"AM_00554" 77.89 30.673 15.1999998092651 9.91666603088379 39.1963119506836 539.064819335938 26.8999996185303 1.60000002384186 25.2999992370605 19.6333332061768 12.0166664123535 20.8999996185303 7.90000009536743 1818 516 14 115.601554870605 1250 117 715 184 2019
"AM_01021" 80.953 26.855 25.8166675567627 12.5833330154419 40.3311958312988 611.207214355469 40.4000015258789 9.19999980926514 31.2000007629395 29.5499992370605 24.783332824707 32.1833343505859 17.4333343505859 987 302 2 131.28971862793 745 23 397 44 117
"AM_01023" 77.159 31.112 15.1458330154419 8.65833282470703 34.9126358032227 556.896667480469 26.7999992370605 2 24.7999992370605 19.6833343505859 12 21.1000003814697 7.63333320617676 1437 398 15 97.622428894043 866 94 616 187 1951
"PI511679" -68.696611 -32.90127 16.6208324432373 14.2083330154419 46.2812156677246 606.197021484375 31.5 0.800000011920929 30.7000007629395 22.716667175293 8.91666698455811 23.7999992370605 8.91666698455811 214 43 5 70.2168579101562 111 17 106 17 661
"PI511680" -71.2684 -41.034544 8.19166660308838 11.8500003814697 49.7899169921875 454.486907958984 21.8999996185303 -1.89999997615814 23.7999992370605 3.40000009536743 13.9166669845581 13.9166669845581 2.70000004768372 820 152 24 57.8210983276367 367 88 88 366 907
"PI490459" -64.758182 -21.409665 18.4249992370605 14.3333330154419 64.2750396728516 278.914276123047 28.2999992370605 6 22.2999992370605 21.0666656494141 14.6666669845581 21.216667175293 14.6666669845581 632 126 3 92.7477798461914 367 13 310 13 2016
"PI490604" -65.259121 -19.03539 15.9375 14.1916666030884 72.7777786254883 157.885528564453 24.8999996185303 5.40000009536743 19.5 17.3166675567627 13.8500003814697 17.5833339691162 13.7666664123535 683 147 3 90.5130920410156 382 12 326 17 2794
"PI511681" -64.758182 -21.409665 18.4249992370605 14.3333330154419 64.2750396728516 278.914276123047 28.2999992370605 6 22.2999992370605 21.0666656494141 14.6666669845581 21.216667175293 14.6666669845581 632 126 3 92.7477798461914 367 13 310 13 2016
"PI642741" -64.814701 -16.724847 25.4333324432373 10.7333335876465 64.6586303710938 193.183074951172 32.5 15.8999996185303 16.6000003814697 27.1166667938232 22.716667175293 27.1166667938232 22.716667175293 3862 580 125 52.756031036377 1646 429 1646 429 206
"PI490609" -79.205789 -3.042421 7.61666679382324 10.4333333969116 82.8042297363281 64.9591979980469 14 1.39999997615814 12.6000003814697 8.08333301544189 6.71666669845581 8.10000038146973 6.65000009536743 1166 139 63 23.0042533874512 382 218 282 221 3655
"PI511712" -78.351456 -0.064028 16.8666667938232 11.966667175293 87.9901962280273 10.0754814147949 23.7000007629395 10.1000003814697 13.6000003814697 16.9166660308838 16.8166656494141 16.966667175293 16.783332824707 720 113 10 50.0714111328125 293 60 278 200 2125
"PI608019" -78.21666667 0.05 13.095832824707 12.0916662216187 89.5679016113281 13.7275943756104 19.8999996185303 6.40000009536743 13.5 13.0833330154419 12.9499998092651 13.1833333969116 12.9499998092651 797 100 13 46.2989692687988 286 69 267 69 2866
"AMA125" -79.031951 -8.105996 20.2541675567627 9.20833301544189 62.6417198181152 211.568389892578 28.2000007629395 13.5 14.7000007629395 23.1000003814697 19.1499996185303 23.1000003814697 17.9833335876465 21 6 0 82.2303695678711 16 1 16 1 42
"Ames5302" -71.657777 -15.649166 9.60833358764648 17.5499992370605 75 152.268203735352 20.1000003814697 -3.29999995231628 23.3999996185303 10.8999996185303 7.40000009536743 11.0833339691162 7.40000009536743 410 103 1 110.131118774414 282 7 251 7 3439
"PI481957" -77.644805 -9.281824 15.9708337783813 13.4583330154419 86.8279495239258 27.5893821716309 23.7000007629395 8.19999980926514 15.5000009536743 15.9166669845581 15.8999996185303 16.1833343505859 15.8166666030884 521 105 1 81.8903503417969 283 9 109 233 2667
"PI481960" -77.649437 -9.823278 11.7583332061768 13.1000003814697 83.9743576049805 53.2077140808105 19 3.40000009536743 15.6000003814697 12.25 11.0166664123535 12.25 11.0166664123535 490 173 0 127.593444824219 360 1 360 1 3157
"PI481965" -77.170588 -9.348477 13.3583335876465 13.3999996185303 84.8101272583008 34.3003845214844 20.8999996185303 5.09999990463257 15.7999992370605 13.3166666030884 13.0166664123535 13.75 13.0166664123535 792 144 8 68.2187652587891 360 34 196 34 3107
"PI490431" -71.622822 -13.682253 11.4958333969116 15.4083337783813 71.6666717529297 149.566925048828 20.8999996185303 -0.600000023841858 21.5 12.5833339691162 9.5 12.8999996185303 9.31666660308838 556 115 2 88.9075164794922 306 13 182 13 3272
"PI490518" -71.919367 -13.668024 11.0083332061768 15.0166664123535 71.5079345703125 137.40837097168 20.2000007629395 -0.800000011920929 21 11.966667175293 9.01666641235352 12.3166666030884 9.01666641235352 732 158 4 90.4664764404297 407 17 235 17 3406
"PI490561" -73.600709 -13.547676 9.57083320617676 14.8249998092651 76.4175262451172 93.2362060546875 18.3999996185303 -1 19.3999996185303 10.033332824707 8.19999980926514 10.5166664123535 8.19999980926514 934 173 13 76.405029296875 504 53 234 53 3683
"PI490612" -71.883523 -16.731521 18.9333343505859 13.8166666030884 80.7992172241211 116.839706420898 27.1000003814697 10 17.1000003814697 20.3999996185303 17.7333335876465 20.3999996185303 17.3999996185303 10 4 0 83.3195571899414 9 0 9 0 1219
"PI511686" -74.250187 -12.931612 16.7083339691162 13.8166666030884 79.865119934082 76.5100555419922 25.2000007629395 7.90000009536743 17.3000011444092 16.6499996185303 15.8333330154419 17.6833324432373 15.783332824707 490 92 6 78.3978500366211 262 21 141 25 2640
"PI511687" -75.210466 -12.068502 11.9708337783813 14.1083335876465 77.0947189331055 95.0946426391602 20 1.70000004768372 18.2999992370605 12.466667175293 10.6333332061768 12.9166669845581 10.6333332061768 744 130 8 74.5186996459961 382 33 218 33 3246
"PI511690" -75.013343 -12.507894 11.1625003814697 13.9416666030884 77.0257873535156 81.2158966064453 19.2999992370605 1.20000004768372 18.0999984741211 11.5166664123535 10.0833330154419 12.0166664123535 10.0166664123535 747 135 9 73.523193359375 387 43 204 43 3410
"PI511696" -77.528613 -9.526058 13.4250001907349 13.9666662216187 85.1626052856445 30.4138126373291 21.2999992370605 4.90000009536743 16.3999996185303 13.5666666030884 13.0833330154419 13.6666660308838 13.0833330154419 567 139 1 91.6194534301758 329 7 109 7 3058
"PI511704" -78.512153 -7.162957 14.6583337783813 14.4333333969116 87.4747543334961 27.9474658966064 22.3999996185303 5.90000009536743 16.5 14.8000001907349 14.2333335876465 14.9166669845581 14.2333335876465 837 128 14 57.160472869873 341 46 254 46 2726
"PI511706" -78.512153 -7.162957 14.6583337783813 14.4333333969116 87.4747543334961 27.9474658966064 22.3999996185303 5.90000009536743 16.5 14.8000001907349 14.2333335876465 14.9166669845581 14.2333335876465 837 128 14 57.160472869873 341 46 254 46 2726
"PI649217" -70.16666667 -15.21666667 8.76249980926514 16.3583335876465 71.1231842041016 151.133972167969 18.6000003814697 -4.40000009536743 23 9.63333320617676 6.58333301544189 10.2333335876465 6.58333301544189 704 153 3 88.5470428466797 388 13 216 13 3895
"PI649227" -77.145932 -9.487132 14.5208330154419 13.3583335876465 85.0849227905273 32.8535499572754 22.1000003814697 6.40000009536743 15.7000007629395 14.4499998092651 14.2666673660278 14.8999996185303 14.2666673660278 795 151 8 70.0597610473633 381 36 181 36 2916
"PI649228" -77.145932 -9.487132 14.5208330154419 13.3583335876465 85.0849227905273 32.8535499572754 22.1000003814697 6.40000009536743 15.7000007629395 14.4499998092651 14.2666673660278 14.8999996185303 14.2666673660278 795 151 8 70.0597610473633 381 36 181 36 2916
"PI649230" -77 -9 12.9250001907349 13.6166667938232 85.1041717529297 38.9930038452148 20.3999996185303 4.40000009536743 16 12.966667175293 12.4333333969116 13.4166660308838 12.4333333969116 804 130 13 62.1676445007324 334 43 278 43 3363
"PI667165" -42.88147 -20.754801 19.716667175293 12.0999994277954 61.4213180541992 241.249908447266 28.5 8.80000019073486 19.7000007629395 21.5833320617676 16.4833335876465 22.4500007629395 16.4833335876465 1280 250 20 77.8105621337891 668 65 501 65 673
"PI433228" -90.822104 14.659326 17.2124996185303 12.3249998092651 72.9289932250977 93.8597793579102 25.8999996185303 9 16.8999996185303 17.5666656494141 16.9166660308838 18.3833332061768 15.9833335876465 1425 308 6 94.6862716674805 733 21 181 65 1804
"PI451826" -90.826999 14.659794 17.0166664123535 12.2833337783813 72.6824417114258 95.6873245239258 25.7000007629395 8.80000019073486 16.9000015258789 17.4166660308838 16.7000007629395 18.1833343505859 15.75 1424 306 6 93.5161819458008 731 23 182 67 1826
"PI511717" -90.787133 14.785134 17.125 11.4166669845581 72.7176208496094 97.2228164672852 25.1000003814697 9.39999961853027 15.7000007629395 17.6666679382324 16.5833339691162 18.2000007629395 15.8166666030884 1427 299 11 90.1239166259766 723 33 470 85 1785
"PI667160" -91.183333 14.76666 16.125 12.6666669845581 75.3968276977539 86.6681213378906 24.3999996185303 7.59999990463257 16.7999992370605 16.25 14.9833335876465 17.033332824707 14.966667175293 2428 466 11 84.8720703125 1129 63 772 129 1972
"Ames5552" -98.884985 19.491081 16.25 17.216667175293 69.7031021118164 189.688735961914 27.7999992370605 3.09999990463257 24.6999988555908 17.5 13.6833333969116 18.4333324432373 13.6833333969116 571 118 6 90.793098449707 330 21 177 21 2255
"PI576481" -98.5 18.75 21.7708339691162 17.4583339691162 72.1418685913086 165.823822021484 33.9000015258789 9.69999980926514 24.2000007629395 22.5666675567627 19.7333335876465 23.9166660308838 19.7333335876465 845 181 5 101.126533508301 501 18 262 18 1540
"PI576482" -98.5 18.75 21.7708339691162 17.4583339691162 72.1418685913086 165.823822021484 33.9000015258789 9.69999980926514 24.2000007629395 22.5666675567627 19.7333335876465 23.9166660308838 19.7333335876465 845 181 5 101.126533508301 501 18 262 18 1540
"PI606798" -99.01666667 19.25 15.8999996185303 16.1666660308838 67.3611068725586 181.421157836914 28 4 24 16.783332824707 13.6333332061768 18.2333335876465 13.6333332061768 667 137 6 91.6878356933594 377 25 197 25 2348
"PI643037" -99.01666667 19.25 15.8999996185303 16.1666660308838 67.3611068725586 181.421157836914 28 4 24 16.783332824707 13.6333332061768 18.2333335876465 13.6333332061768 667 137 6 91.6878356933594 377 25 197 25 2348
"PI643039" -98.76666667 18.7 22.9874992370605 17.0249996185303 70.6431579589844 174.34455871582 35.0999984741211 11 24.0999984741211 23.716667175293 21.9333324432373 25.3166656494141 20.9500007629395 873 188 3 105.087532043457 528 16 263 16 1380
"PI643049" -98.76666667 18.7 22.9874992370605 17.0249996185303 70.6431579589844 174.34455871582 35.0999984741211 11 24.0999984741211 23.716667175293 21.9333324432373 25.3166656494141 20.9500007629395 873 188 3 105.087532043457 528 16 263 16 1380
"PI643058" -98.75 18.71666667 22.4125003814697 16.6416664123535 70.8155975341797 164.525848388672 34.4000015258789 10.8999996185303 23.5000019073486 23.033332824707 21.466667175293 24.6333332061768 20.5499992370605 893 191 3 104.673469543457 541 17 268 29 1468
"PI649509" -98.332268 19.233379 15.6499996185303 17.4833335876465 70.7827224731445 183.662231445312 27.2000007629395 2.5 24.7000007629395 16.7666664123535 13.1000003814697 17.7666664123535 13.1000003814697 780 147 5 94.5836791992188 439 19 242 19 2290
"PI649514" -98.332268 19.233379 15.6499996185303 17.4833335876465 70.7827224731445 183.662231445312 27.2000007629395 2.5 24.7000007629395 16.7666664123535 13.1000003814697 17.7666664123535 13.1000003814697 780 147 5 94.5836791992188 439 19 242 19 2290
"PI649524" -98.75 18.75 21.8083343505859 16.7333335876465 70.3081207275391 168.210266113281 34 10.1999998092651 23.7999992370605 22.466667175293 20.8333339691162 24.0833339691162 19.8833332061768 915 193 4 103.894905090332 550 19 271 31 1543
"PI649609" -99.01666667 19.25 15.8999996185303 16.1666660308838 67.3611068725586 181.421157836914 28 4 24 16.783332824707 13.6333332061768 18.2333335876465 13.6333332061768 667 137 6 91.6878356933594 377 25 197 25 2348
"PI658728" -108.9333333 27.01666667 23.6375007629395 16.1916656494141 55.2616577148438 459.901794433594 38.2000007629395 8.89999961853027 29.3000011444092 28.2333335876465 23.1166667938232 28.9833335876465 17.8999996185303 612 168 3 115.45743560791 436 19 364 73 385
"PI511713" -77.064124 -12.091346 19.1000003814697 6.38333320617676 49.4832000732422 248.028610229492 26.2000007629395 13.3000001907349 12.9000005722046 17.533332824707 18.75 22.3833332061768 16.2999992370605 28 4 1 34.6410179138184 10 3 8 9 81
"PI511714" -77.061846 -12.058478 19.3208332061768 6.99166679382324 51.4093132019043 250.965927124023 26.7999992370605 13.1999998092651 13.5999994277954 17.6833343505859 19 22.6499996185303 16.5 29 4 1 31.7158432006836 10 3 8 9 102
"AMA155" -111.782544 34.311492 13.091667175293 15.1166667938232 44.4607849121094 720.397094726562 31.7999992370605 -2.20000004768372 34 22.3333339691162 14.6666669845581 22.3333339691162 5 623 87 10 43.9175300598145 219 56 219 181 1714
"PI636180" -73.36666667 5.01666667 20.6791667938232 10.0416669845581 81.6395645141602 45.5001831054688 27 14.6999998092651 12.3000001907349 20.1833324432373 20.8500003814697 21.3166675567627 20.1833324432373 1956 358 24 61.5444641113281 857 139 353 857 1427
"PI511754" -78.998849 -1.591323 13.2083330154419 10.7166662216187 85.7333221435547 29.2196578979492 19.7000007629395 7.19999980926514 12.5000009536743 13.4333333969116 12.783332824707 13.4333333969116 12.783332824707 723 124 6 71.6480026245117 371 38 371 38 2722
"PI667158" -90.729523 14.558571 18.3666667938232 11.0166664123535 74.9433059692383 85.2091827392578 25.7000007629395 11 14.7000007629395 18.8166656494141 17.966667175293 19.3166656494141 17.216667175293 1214 278 2 100.158981323242 646 14 151 42 1563
"PI511724" -96.153567 18.086457 25.9249992370605 11.0500001907349 59.4086036682129 236.878372192383 35.5 16.8999996185303 18.6000003814697 27.3333339691162 25.3166656494141 28.4500007629395 22.6333332061768 2634 537 44 88.5051193237305 1468 140 576 176 48
"PI604568" -97.62777778 19.96666667 19.279167175293 10.2249994277954 57.4438209533691 248.974792480469 27.7999992370605 10 17.7999992370605 21.033332824707 16.6166667938232 21.8166656494141 15.8333330154419 1979 390 53 74.3693008422852 986 159 692 165 1027
"PI604574" -97.44444444 19.88055556 16.158332824707 10.25 58.2386360168457 221.901229858398 24.5 6.90000009536743 17.6000003814697 17.6000003814697 13.8000001907349 18.4333343505859 13.0833330154419 1269 242 39 68.0409698486328 589 119 305 122 1704
"PI604582" -97.63333333 19.91666667 16.3208332061768 10.375 59.6264381408691 210.976699829102 24.5 7.09999990463257 17.3999996185303 17.7000007629395 14.0833339691162 18.4833335876465 13.4000005722046 1272 242 35 70.5738296508789 606 112 302 119 1734
"Ames5232" -77.743611 -9.13833 16.3083324432373 13.466667175293 87.4458923339844 25.8345508575439 23.7999992370605 8.39999961853027 15.3999996185303 16.3999996185303 16.1000003814697 16.466667175293 16.1000003814697 408 86 1 84.5110321044922 230 8 82 8 2506
"PI490489" -73.386462 -13.661438 14.591667175293 15.25 81.1170196533203 72.3888931274414 23.7000007629395 4.90000009536743 18.8000011444092 14.6833333969116 13.75 15.5 13.6499996185303 1040 201 16 80.4505462646484 577 58 268 63 2945
"Ames2085" -98.893467 19.489814 16.2875003814697 17.2749996185303 69.3775100708008 192.142517089844 27.8999996185303 3 24.8999996185303 17.5833339691162 13.6833333969116 18.4833335876465 13.6833333969116 568 118 6 91.5856781005859 330 21 176 21 2249
"Ames5457" -97.01666667 18.95 20.2291660308838 13.408332824707 66.0509033203125 221.518112182617 30.1000003814697 9.80000019073486 20.2999992370605 21.533332824707 18.0833320617676 22.5666656494141 17.1166667938232 1465 267 33 74.1265335083008 705 113 401 124 1146
"PI511731" -98.422949 19.282898 16.0249996185303 17.5166664123535 71.4965972900391 186.13899230957 27.3999996185303 2.90000009536743 24.5 17.283332824707 13.4333333969116 18.1000003814697 13.4333333969116 770 143 6 92.2268676757812 424 21 231 21 2244
"PI604581" -97.63333333 19.91666667 16.3208332061768 10.375 59.6264381408691 210.976699829102 24.5 7.09999990463257 17.3999996185303 17.7000007629395 14.0833339691162 18.4833335876465 13.4000005722046 1272 242 35 70.5738296508789 606 112 302 119 1734
"PI604587" -97.63333333 19.91666667 16.3208332061768 10.375 59.6264381408691 210.976699829102 24.5 7.09999990463257 17.3999996185303 17.7000007629395 14.0833339691162 18.4833335876465 13.4000005722046 1272 242 35 70.5738296508789 606 112 302 119 1734
"PI604595" -97.71666667 20.00138889 20.3541660308838 9.875 55.4775276184082 265.445220947266 29 11.1999998092651 17.7999992370605 22.2333335876465 17.5166664123535 23.0666656494141 16.6833343505859 2109 450 54 75.8302307128906 1058 165 716 174 723
